source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,“The Democrats have been talking about Impeaching Donald Trump since before he was inaugurated.” @SteveDoocy  @foxandfriends  And for no reason other than the great success we are having with the Economy the Military Vets Tax and Regulation Cuts HealthCare and so much more!,09-25-2019 13:11:57,13982,56816,false,1176846804291338244
Twitter for iPhone,RT @RepDougCollins: Speaker Pelosi’s decree changes absolutely nothing. As I have been telling Chairman Nadler for weeks merely claiming t…,09-25-2019 12:48:02,20540,0,true,1176840783464468481
Twitter for iPhone,RT @RepMarkMeadows: POTUS says he's releasing the full transcript of the Ukraine call and amazingly Democrats now say the whistleblower co…,09-25-2019 12:47:42,23535,0,true,1176840699624460288
Twitter for iPhone,RT @joegooding: This “whistleblower” was found by the Intelligence Community IG to have a political bias against @POTUS @realDonaldTrump an…,09-25-2019 12:46:58,8597,0,true,1176840518015356928
Twitter for iPhone,There has been no President in the history of our Country who has been treated so badly as I have. The Democrats are frozen with hatred and fear. They get nothing done. This should never be allowed to happen to another President. Witch Hunt!,09-25-2019 11:24:02,38410,193395,false,1176819645699043328
Twitter for iPhone,Great new book by the brilliant Andrew McCarthy BALL OF COLLUSION THE PLOT TO RIG AN ELECTION AND DESTROY A PRESIDENCY. Get it and some other great new books which I will soon be recommending. They tell you about the Crooked Pols and the Witch Hunt that has now been exposed!,09-25-2019 11:14:03,16141,66454,false,1176817132782411776
Twitter for iPhone,Thank you @LouDobbs and @JudgeJeanine! https://t.co/LdfGFvAJNF,09-25-2019 03:41:45,11304,42920,false,1176703309488562178
Twitter Media Studio,Thank you @kevinomccarthy! https://t.co/DhcGpWEOME,09-25-2019 03:37:24,11181,40903,false,1176702213613334535
Twitter for iPhone,“He (Trump) has already been suffering from this type of a Witch Hunt since before his Inauguration. If it’s not one thing it’s another. It’s a DISGRACE!” @pnjaban @LouDobbs https://t.co/9I9kXo2B8V,09-25-2019 03:34:49,11958,46757,false,1176701564624543744
Twitter Media Studio,Sooooo true @LindseyGrahamSC! https://t.co/ZzFwXHV5ua,09-25-2019 03:17:40,13943,53883,false,1176697246680780800
Twitter Media Studio,Thank you @JennaEllisRives -- totally agree! https://t.co/n3GDdAHLWh,09-25-2019 03:04:28,11776,43272,false,1176693927015002113
Twitter Media Studio,"They (Dems) are scrambling for a theme and narrative. They've gone everywhere from Russian Hoax to Russian Collusion...and now they've come to this...they think they should have won the 2016 election they think in their bizarre brains that they did..." https://t.co/xqYFEAzT8D,09-25-2019 02:55:52,16007,55633,false,1176691762934484994
Twitter for iPhone,“Mark Levin: Media trying to protect Biden ignoring MASSIVE DEMOCRAT SCANDAL” https://t.co/9Il7wHwQ7J,09-25-2019 02:35:04,15238,49016,false,1176686526006276097
Twitter for iPhone,“Attorney For Anti-Trump ‘Whistleblower’ Worked For Hillary Clinton Chuck Schumer” https://t.co/yxQ5obwB6K,09-25-2019 02:26:39,20964,61448,false,1176684407677210624
Twitter for iPhone,https://t.co/OFMzIMWpv1,09-24-2019 23:17:48,18916,68405,false,1176636881779470337
Twitter for iPhone,Secretary of State Pompeo recieved permission from Ukraine Government to release the transcript of the telephone call I had with their President. They don’t know either what the big deal is. A total Witch Hunt Scam by the Democrats!,09-24-2019 22:22:40,30981,118042,false,1176623010230525953
Twitter for iPhone,https://t.co/1KOSnHguW2,09-24-2019 21:32:32,40008,115072,false,1176610391058722816
Twitter for iPhone,PRESIDENTIAL HARASSMENT!,09-24-2019 21:17:42,52981,240801,false,1176606660279898112
Twitter for iPhone,They never even saw the transcript of the call. A total Witch Hunt!,09-24-2019 21:14:05,25022,115758,false,1176605750657003520
Twitter for iPhone,Pelosi Nadler Schiff and of course Maxine Waters! Can you believe this?,09-24-2019 21:11:15,18948,95872,false,1176605037700759558
Twitter for iPhone,Such an important day at the United Nations so much work and so much success and the Democrats purposely had to ruin and demean it with more breaking news Witch Hunt garbage. So bad for our Country!,09-24-2019 21:08:01,25115,108329,false,1176604222709751809
Twitter for iPhone,RT @GOP: 🚨Are YOU registered to vote?🚨 Today is #NationalVoterRegistrationDay make sure you are registered to vote! Let’s KEEP AMERICA…,09-24-2019 19:13:13,9141,0,true,1176575332159295489
Twitter for iPhone,The Democrats are so focused on hurting the Republican Party and the President that they are unable to get anything done because of it including legislation on gun safety lowering of prescription drug prices infrastructure etc. So bad for our Country!,09-24-2019 18:52:31,22639,91461,false,1176570123643060224
Twitter for iPhone,THANK YOU! https://t.co/Ne2LOSAWpX,09-24-2019 18:51:25,16900,76355,false,1176569846684766208
Twitter for iPhone,....You will see it was a very friendly and totally appropriate call. No pressure and unlike Joe Biden and his son NO quid pro quo! This is nothing more than a continuation of the Greatest and most Destructive Witch Hunt of all time!,09-24-2019 18:12:11,23968,107338,false,1176559970390806530
Twitter for iPhone,I am currently at the United Nations representing our Country but have authorized the release tomorrow of the complete fully declassified and unredacted transcript of my phone conversation with President Zelensky of Ukraine....,09-24-2019 18:12:09,31697,137444,false,1176559966024556544
Twitter for iPhone,RT @RandPaul: .@realDonaldTrump is showing that real strength and statesmanship can coexist with restraint. America is unquestionably the m…,09-24-2019 04:20:41,12657,0,true,1176350720544727040
Twitter for iPhone,RT @cspan: Q: "You can authorize to release the transcript. Will you do that?"President Trump: "I can do it very easily but I'd rather n…,09-24-2019 04:18:12,7034,0,true,1176350091743039488
Twitter for iPhone,Hopefully they will work it out and quickly! https://t.co/J2JGz6mfCW,09-24-2019 04:09:27,546,1891,false,1176347891914461184
Twitter for iPhone,RT @cspan: President Trump: "I think I'll get a Nobel prize for a lot of things" https://t.co/XPRfWZyYc6,09-24-2019 04:04:32,9232,0,true,1176346653550362626
Twitter for iPhone,True. A wonderful meeting! https://t.co/W9ByXaS8Qf,09-24-2019 04:02:04,9048,47260,false,1176346033678430210
