source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,So now they are after the legendary “crime buster” and greatest Mayor in the history of NYC Rudy Giuliani. He may seem a little rough around the edges sometimes but he is also a great guy and wonderful lawyer. Such a one sided Witch Hunt going on in USA. Deep State. Shameful!,10-12-2019 15:11:39,12457,44832,false,1183037520503885824
Twitter for iPhone,Louisiana get out and vote REPUBLICAN before going to the big game today. A runoff will be a tremendous win for your Great State - lower taxes and car insurance and better protection of your 2nd Amendment! Fantastic being with you last night!,10-12-2019 14:16:10,11380,41093,false,1183023558655709184
Twitter for iPhone,The deal I just made with China is by far the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country. In fact there is a question as to whether or not this much product can be produced? Our farmers will figure it out. Thank you China!,10-12-2019 14:09:12,13449,52223,false,1183021805570801665
Twitter for iPhone,....Other aspects of the deal are also great - technology financial services 16-20 Billion in Boeing Planes etc. but WOW the Farmers really hit pay dirt! @ChuckGrassley @joniernst @debfisher @BenSasse  Thank you to all Republicans in Congress for your invaluable help!,10-12-2019 14:09:12,7899,30898,false,1183021806493556736
Twitter for iPhone,The case of Major Mathew Golsteyn is now under review at the White House. Mathew is a highly decorated Green Beret who is being tried for killing a Taliban bombmaker. We train our boys to be killing machines then prosecute them when they kill! @PeteHegseth,10-12-2019 13:49:42,11914,39799,false,1183016899589955584
Twitter for iPhone,“Schiff aides worked with Whistleblower.” @foxandfriends  @RepLeeZeldin  Schiff is a lying mess!,10-12-2019 13:13:52,10795,35690,false,1183007878921314304
Twitter for iPhone,LOUISIANA — Tomorrow you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor! Get out and vote for either @DocAbraham or @EddieRispone (BOTH GREAT)! https://t.co/Qyu6z9nZXr,10-12-2019 03:49:29,8831,31703,false,1182865849851338753
Twitter for iPhone,Louisiana REPUBLICANS thank you for a great evening. Get out TOMORROW and VOTE REPUBLICAN! Send the Radical Democrat establishment a loud and clear message that you are going to FIRE your Democrat Governor John Bel Edwards and send a Great Republican to the Governor’s Mansion! https://t.co/4GHVNz8lda,10-12-2019 03:48:09,9644,36626,false,1182865510825779200
Twitter for iPhone,“I never saw so many subpoenas!” @ShannonBream  @FoxNews  The Democrats have gone Crazy. Just read the Transcript or listen to the New Ukraine President’s statement NO PRESSURE! This is a Democrat Con Job. Impeach Schiff for FRAUD!,10-12-2019 03:25:36,14049,51135,false,1182859837316583424
Twitter for iPhone,So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked and looks weak and pathetic. Don’t want him at the White House!,10-12-2019 03:25:34,18317,88751,false,1182859828386885633
Twitter for iPhone,WHERE’S HUNTER?,10-12-2019 02:58:08,23226,96038,false,1182852925237805060
Twitter for iPhone,RT @realDonaldTrump: Just landed in Louisiana! Vote against John Bel Edwards he has the worst jobs record in the United States. Louisiana…,10-12-2019 02:36:24,9239,0,true,1182847457396310017
Twitter for iPhone,RT @DanScavino: President @realDonaldTrump has arrived at the James E. Sudduth Coliseum in Lake Charles Louisiana. Get out TOMORROW and VO…,10-12-2019 02:21:04,6918,0,true,1182843598779252737
Twitter for iPhone,RT @VP: Thank you Kevin McAleenan for your dedication and service to our country! You have done great work securing our border and we are t…,10-12-2019 02:20:48,5906,0,true,1182843529103429632
Twitter for iPhone,RT @seanhannity: Biden's Ukraine warning 👇 https://t.co/KYzpnLIrMX https://t.co/JN0ph3cuCb,10-12-2019 02:19:59,4408,0,true,1182843323091804160
Twitter for iPhone,RT @Scavino45: President Trump departing the @WhiteHouse shortly for Louisiana! https://t.co/la6tL5LbUX,10-12-2019 02:18:27,3310,0,true,1182842938247639040
Twitter for iPhone,Is he leaving due to bad ratings or some other less important reason? https://t.co/XBr7xVgarc,10-12-2019 02:17:17,11274,51461,false,1182842647041298432
Twitter for iPhone,Just landed in Louisiana! Vote against John Bel Edwards he has the worst jobs record in the United States. Louisiana will do much better by electing a REPUBLICAN. See everyone soon! @LAGOP https://t.co/V1rVXEEuso,10-11-2019 23:55:42,12126,43419,false,1182807013719531522
Twitter for iPhone,....Congratulations Kevin on a job well done! I will be announcing the new Acting Secretary next week. Many wonderful candidates!,10-11-2019 23:46:31,7962,40510,false,1182804704721375233
Twitter for iPhone,Kevin McAleenan has done an outstanding job as Acting Secretary of Homeland Security. We have worked well together with Border Crossings being way down. Kevin now after many years in Government wants to spend more time with his family and go to the private sector....,10-11-2019 23:46:30,9975,47417,false,1182804700699086848
Twitter for iPhone,RT @IvankaTrump: Women are absolutely critical to the National Security of a Nation &amp; need to be brought to the negotiating table during pe…,10-11-2019 23:23:55,5206,0,true,1182799017056456704
Twitter for iPhone,A terrible and very dishonest person! https://t.co/bomdDcHTT4,10-11-2019 23:23:11,10751,40573,false,1182798830577709056
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump has authorized a new executive order giving @USTreasury in consultation with himself and @SecPo…,10-11-2019 23:21:44,8898,0,true,1182798468043005954
Twitter for iPhone,RT @seanhannity: McCabe's admission... https://t.co/HrXgIIHolO,10-11-2019 23:21:32,6726,0,true,1182798416348250113
Twitter for iPhone,RT @realDonaldTrump: We love you @MinneapolisPD THANK YOU! #LESM https://t.co/fkOL8dCNP2,10-11-2019 23:21:10,12425,0,true,1182798324681674752
Twitter Media Studio,We love you @MinneapolisPD THANK YOU! #LESM https://t.co/fkOL8dCNP2,10-11-2019 17:29:12,12425,51339,false,1182709748619198464
Twitter for iPhone,RT @seanhannity: NFL FLASHBACK https://t.co/wDAMnrpYPY,10-11-2019 15:48:26,5225,0,true,1182684388401782784
Twitter for iPhone,Really good news! https://t.co/dbc6AgzNPx,10-11-2019 15:47:44,11438,42376,false,1182684215189614592
Twitter for iPhone,RT @WhiteHouse: The old barriers along our southern border were built to defend against vehicle crossings—and not much else.How comprehen…,10-11-2019 15:47:11,9082,0,true,1182684073623470082
Twitter for iPhone,RT @freedomcaucus: Being in contact with a key witness and then lying about it renders Adam Schiff unqualified to lead a fair and just inqu…,10-11-2019 15:46:23,13644,0,true,1182683872238194688
Twitter for iPhone,RT @WhiteHouse: "It breaks my heart every time I speak to one of these victims." @ICEgov can intervene before preventable crimes happen by…,10-11-2019 15:46:09,6708,0,true,1182683817322209280
Twitter for iPhone,RT @seanhannity: #HANNITY: Sean lays out what’s REALLY behind the Dems’ impeachment hysteria and all of their phony witch hunts. Watch! htt…,10-11-2019 15:45:45,6314,0,true,1182683716973400064
Twitter for iPhone,RT @seanhannity: Collins RIPS Dems: “Conducting an impeachment investigation behind closed doors isn’t just unprecedented—it’s un-American.…,10-11-2019 15:45:30,6163,0,true,1182683651215187971
Twitter for iPhone,So Great! https://t.co/WZSY7E0A2M,10-11-2019 15:44:19,9558,40027,false,1182683354463907840
Twitter for iPhone,RT @KRCG13: In Kansas City today Gov. Mike Parson U.S. Sen @RoyBlunt presidential advisor @IvankaTrump  @HHSGov Secretary Alex Azar and…,10-11-2019 15:43:55,3317,0,true,1182683255511945216
Twitter for iPhone,RT @seanhannity: Really? https://t.co/7Wap0kKXyi,10-11-2019 15:43:38,4848,0,true,1182683180849074176
Twitter for iPhone,RT @BillOReilly: New survey reveals that 45% of adults find it hard to make new friends — the average adult has not made a new friend in 5…,10-11-2019 15:43:27,3475,0,true,1182683134799822851
Twitter for iPhone,RT @seanhannity: The White House Refuses to ‘Legitimize’ the ‘Illegitimate’ Impeachment Inquiry https://t.co/A6os0wVCW5 https://t.co/ej4Rez…,10-11-2019 15:42:53,4088,0,true,1182682994022199296
Twitter for iPhone,RT @WhiteHouse: ✔ 13000 new construction jobs✔ 3000 new manufacturing jobs✔ Jobless rate down from 4% to 3.3%Minnesotans are winning…,10-11-2019 15:42:22,5983,0,true,1182682861859692544
Twitter for iPhone,RT @IvankaTrump: We are striving to ensure all hard-working Americans have access to high-quality affordable childcare. Thank you ⁦@GovPa…,10-11-2019 15:42:04,4504,0,true,1182682786882293760
Twitter for iPhone,RT @CLewandowski_: Trump Doral to host political fest with Trump Jr. Sarah Sanders and Corey Lewandowski - News - The Palm Beach Post - W…,10-11-2019 15:41:49,4303,0,true,1182682726341722112
Twitter for iPhone,RT @WhiteHouse: USMCA updates NAFTA to achieve goals that Democrats have long claimed to support. So what’s the holdup?Yesterday @VP had…,10-11-2019 15:40:57,4532,0,true,1182682505041854468
Twitter for iPhone,RT @DanScavino: President @realDonaldTrump arrives at the Target Center in Minneapolis Minnesota for a MASSIVE TRUMP RALLY. Speechless — t…,10-11-2019 15:40:17,13946,0,true,1182682338947485698
Twitter for iPhone,A Giant Scam! https://t.co/Go4TffoEaq,10-11-2019 15:40:00,9008,30617,false,1182682269804310529
Twitter for iPhone,Amazing Evening! https://t.co/jVTW8sRJpf,10-11-2019 15:39:28,6530,27913,false,1182682132868751361
Twitter for iPhone,RT @WaysandMeansGOP: #USMCA will build on the strong economy benefitting farmers small businesses and manufacturers across the country.…,10-11-2019 15:38:29,3985,0,true,1182681884628791297
Twitter for iPhone,RT @HouseGOP: “We’re just waiting on Congress...” – Jed Clark Kentucky Farmer Farmers in Kentucky and all across America are waiting for…,10-11-2019 15:38:20,5149,0,true,1182681846783664129
Twitter for iPhone,The Do Nothing Democrats. Thanks Vicky! https://t.co/WEZgrvobs3,10-11-2019 15:37:58,7931,27488,false,1182681755679121408
Twitter for iPhone,Do you believe this?  A total Scam! https://t.co/ihJmne0AbW,10-11-2019 15:35:54,13228,40125,false,1182681234880847872
Twitter for iPhone,RT @DanScavino: More overflow tonight. WOW! #TrumpMinneapolis #KAG2020 https://t.co/WGeLF3Zje0,10-11-2019 15:34:39,3900,0,true,1182680923520798720
Twitter for iPhone,RT @DanScavino: https://t.co/fk9LxttNsm,10-11-2019 15:34:32,3377,0,true,1182680891233054720
Twitter for iPhone,RT @DanScavino: 🚨Happening Now‼️#TrumpMinneapolis #KAG2020 https://t.co/Wisfnyv3R1,10-11-2019 15:34:23,4251,0,true,1182680853698285568
Twitter for iPhone,RT @IvankaTrump: Tune in this morning at 9AM ⬇️ https://t.co/Ut3KvBfIMb,10-11-2019 15:33:59,3006,0,true,1182680751856406529
Twitter for iPhone,RT @ericbolling: I have accepted an offer to join the @TPUSA Advisory Board.  I think this an important added role for me to take on. @c…,10-11-2019 15:33:28,6314,0,true,1182680625066721280
Twitter for iPhone,RT @WhiteHouse: ✅ Median household income is at a record high✅ The average household saw a $1400 tax cut✅ Unemployment has fallen to 3.5%…,10-11-2019 15:32:59,7137,0,true,1182680500760170497
Twitter for iPhone,RT @MariaBartiromo: USMCA passage China deal should be ‘a one-two punch’: Rep. Tom Reed https://t.co/WcBsEjjir3 @MorningsMaria @FoxBusiness,10-11-2019 15:32:09,3683,0,true,1182680294421356552
Twitter for iPhone,RT @seanhannity: MAGA in Minnesota! https://t.co/7KTlWI9pnP,10-11-2019 15:31:44,5336,0,true,1182680188452265984
Twitter for iPhone,A great evening in beautiful Minnesota! https://t.co/xgfAKaRSlM,10-11-2019 15:30:03,6672,28725,false,1182679765632868353
Twitter for iPhone,What a disgraceful legal system for this guy to still be around after all of these years. A vicious killer who destroyed so many great people &amp; families! https://t.co/GTHdZ7BN6B,10-11-2019 15:28:29,11498,40234,false,1182679369174716423
Twitter for iPhone,RT @IvankaTrump: Thank you @Udacity for Pledging to providing 100000 retraining scholarships over the next 5 yrs in⬇▪️Artificial intellig…,10-11-2019 15:25:55,5011,0,true,1182678724598206465
Twitter for iPhone,RT @WhiteHouse: National Security Adviser Robert O'Brien: “We made this very clear to President Erdogan early on that the invasion of Syria…,10-11-2019 15:25:30,5051,0,true,1182678620168429569
Twitter for iPhone,Will be with our two GREAT Senators @SenJohnKennedy &amp; @SenBillCassidy tonight in Louisiana. These two hard working really smart men love their Country and love their State. We will hopefully add a Great New Republican Governor to the beautiful Louisiana mix! See you tonight!,10-11-2019 14:27:37,8770,34464,false,1182664051089911812
Twitter for iPhone,One of the great things about the China Deal is the fact that for various reasons we do not have to go through the very long and politically complex Congressional Approval Process. When the deal is fully negotiated I sign it myself on behalf of our Country. Fast and Clean!,10-11-2019 14:15:49,16048,73490,false,1182661081849835520
Twitter for iPhone,I will be in Louisiana tonight (Love it!) to get Republicans to vote for either of our two great Republican Candidates and force a run off with John Bel Edwards who has done a really poor job of tax cutting car insurance cost (worst in USA) &amp; is suspect on your 2nd Amendment!,10-11-2019 14:00:00,12534,49159,false,1182657102357110791
Twitter for iPhone,Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past more like the Old Days. I will be meeting with the Vice Premier today. All would like to see something significant happen!,10-11-2019 13:49:09,17044,84551,false,1182654371714211840
Twitter for iPhone,Over the next 13 months we are going to fight with all of our heart and soul – and we are going to win the Great State of Minnesota in 2020! #TrumpMinneapolis #KAG2020 https://t.co/c3FQnrPJWr,10-11-2019 02:49:51,21630,84541,false,1182488455277924353
Twitter for iPhone,A GREAT evening in Minneapolis Minnesota with incredible American Patriots. THANK YOU! https://t.co/b3UQEo0wPq,10-11-2019 02:37:01,25367,98163,false,1182485222190915584
Twitter for iPhone,The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginning the process for full OECD membership. The United States stands by that statement and stands by @jairbolsonaro. This article is FAKE NEWS! https://t.co/Hym9ZATHjt,10-11-2019 00:03:55,25409,85459,false,1182446696598511617
Twitter for iPhone,The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginning the process for full OECD membership. The United States stands by that statement and stands by  @jairbolsonaro. This article is FAKE NEWS! https://t.co/Hym9ZATHjt,10-11-2019 00:02:19,109,286,false,1182446290724163584
Twitter for iPhone,WOW THANK YOU Minneapolis Minnesota — on my way! #KAG2020 https://t.co/Czl6GbCCxN,10-10-2019 20:55:28,33547,120879,false,1182399270009425920
Twitter for iPhone,We defeated 100% of the ISIS Caliphate and no longer have any troops in the area under attack by Turkey in Syria. We did our job perfectly! Now Turkey is attacking the Kurds who have been fighting each other for 200 years....,10-10-2019 20:07:30,18964,80634,false,1182387197066039298
Twitter for iPhone,....We have one of three choices: Send in thousands of troops and win Militarily hit Turkey very hard Financially and with Sanctions or mediate a deal between Turkey and the Kurds!,10-10-2019 20:07:30,16279,68924,false,1182387198164946944
Twitter for iPhone,https://t.co/sI5hZ81ASL,10-10-2019 14:40:15,8254,33366,false,1182304844683632642
Twitter for iPhone,https://t.co/HZzDQY5QqV,10-10-2019 14:40:14,17345,71820,false,1182304840212455424
Twitter for iPhone,Big day of negotiations with China. They want to make a deal but do I? I meet with the Vice Premier tomorrow at The White House.,10-10-2019 13:49:52,19083,98108,false,1182292163721404416
Twitter for iPhone,Why isn’t the IG investigating his so-called Whistleblower? All bad info!,10-10-2019 13:42:47,14010,59594,false,1182290380542185472
Twitter for iPhone,The President of the Ukraine just stated again in the strongest of language that President Trump applied no pressure and did absolutely nothing wrong. He used the strongest language possible. That should end this Democrat Scam but it won’t because the Dems &amp; Media are FIXED!,10-10-2019 13:39:02,20966,78094,false,1182289435955777537
Twitter for iPhone,Thank you to @OANN One America News for your fair coverage and brilliant reporting. It is appreciated by many people trying so hard to find a new consistent and powerful VOICE! See you tonight at the Big Rally in Minneapolis.,10-10-2019 13:34:09,22647,79627,false,1182288206806560769
Twitter for iPhone,....the area and start a new war all over again. Turkey is a member of NATO. Others say STAY OUT let the Kurds fight their own battles (even with our financial help). I say hit Turkey very hard financially &amp; with sanctions if they don’t play by the rules! I am watching closely.,10-10-2019 13:27:01,13689,58474,false,1182286414353981440
Twitter for iPhone,Turkey has been planning to attack the Kurds for a long time. They have been fighting forever. We have no soldiers or Military anywhere near the attack area. I am trying to end the ENDLESS WARS. Talking to both sides. Some want us to send tens of thousands of soldiers to....,10-10-2019 13:27:00,16643,69364,false,1182286411501838337
Twitter for iPhone,RT @IvankaTrump: See you soon in Kansas City Missouri @RoyBlunt! https://t.co/6FW7zumXdZ,10-10-2019 13:13:49,6971,0,true,1182283090271592448
Twitter for iPhone,RT @MariaBartiromo: Today @newtgingrich "You can always impeach if you are in the majority and if you want to commit suicide &amp; that's what…,10-10-2019 13:13:25,7825,0,true,1182282989096652802
Twitter for iPhone,RT @MariaBartiromo: "This is not an impeachment. This is a coup" - @newtgingrich @MorningsMaria @FoxBusiness "the left hates trump that inc…,10-10-2019 13:13:06,12040,0,true,1182282909618704385
Twitter for iPhone,Where is Hunter Biden? He has disappeared while the Fake News protects his Crooked daddy! https://t.co/Gtwn0nxOTt,10-10-2019 13:12:37,16968,56692,false,1182282790861201408
Twitter for iPhone,...Court Justice &amp; I turned him down (he’s been terrible ever since) Shep Smith @donnabrazile (who gave Crooked Hillary the debate questions &amp; got fired from @CNN) &amp; others @FoxNews doesn’t deliver for US anymore. It is so different than it used to be. Oh well I’m President!,10-10-2019 13:08:50,17824,74964,false,1182281836363485185
Twitter for iPhone,From the day I announced I was running for President I have NEVER had a good @FoxNews Poll. Whoever their Pollster is they suck. But @FoxNews is also much different than it used to be in the good old days. With people like Andrew Napolitano who wanted to be a Supreme....,10-10-2019 13:08:49,21407,86402,false,1182281834970980352
Twitter for iPhone,“Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump involved no bribe blackmail or quid pro quo as impeachment-minded Democrats claim.” This should immediately end the talk of impeachment! https://t.co/0mOTK4dNC3,10-10-2019 13:04:03,14880,49927,false,1182280635513294849
Twitter for iPhone,In case the Kurds or Turkey lose control the United States has already taken the 2 ISIS militants tied to beheadings in Syria known as the Beetles out of that country and into a secure location controlled by the U.S. They are the worst of the worst!,10-10-2019 04:16:36,17106,75876,false,1182147895371472896
Twitter for iPhone,Impeached for what having created the greatest Economy in the history of our Country building our strongest ever Military Cutting Taxes too much? https://t.co/LWxfEcRmj4,10-10-2019 03:53:17,19197,77559,false,1182142030325129217
Twitter for iPhone,A different take! https://t.co/XKnQ6XTF0k,10-10-2019 01:55:32,11286,45430,false,1182112396837625857
Twitter for iPhone,RT @ABCPolitics: President Trump criticizes Steve Kerr and Gregg Popovich — both vocal critics of Trump — when asked about China putting pr…,10-10-2019 01:35:34,12677,0,true,1182107370790559744
Twitter for iPhone,“I don’t think it’s a Whistleblower at all. I think this is an anonymous source for the Democratic Staff in the House of Representatives. This is an insult to real Whistleblowers. Actual Whistleblowers go on to have their whole lives upended.” John Kiriakou  @TuckerCarlson,10-10-2019 01:34:14,20733,75108,false,1182107033874714624
Twitter Media Studio,https://t.co/I6VsoDIQQp,10-10-2019 00:10:19,18321,58397,false,1182085917198241793
Twitter Media Studio,The hardest thing I have to do as President... https://t.co/6bzwh78I00,10-09-2019 23:30:16,29869,106190,false,1182075837962690560
Twitter for iPhone,Sleepy Joe Biden! https://t.co/oZtytImXqq,10-09-2019 18:12:21,28307,81302,false,1181995834369544198
Twitter for iPhone,So pathetic to see Sleepy Joe Biden who with his son Hunter and to the detriment of the American Taxpayer has ripped off at least two countries for millions of dollars calling for my impeachment - and I did nothing wrong. Joe’s Failing Campaign gave him no other choice!,10-09-2019 17:55:33,26341,107159,false,1181991604493656064
Twitter for iPhone,Only 25 percent want the President Impeached which is pretty low considering the volume of Fake News coverage but pretty high considering the fact that I did NOTHING wrong. It is all just a continuation of the greatest Scam and Witch Hunt in the history of our Country!,10-09-2019 16:27:46,24165,101747,false,1181969511697788928
Twitter for iPhone,So why is someone a good or great President if they needed to Spy on someone else’s Campaign in order to win (that didn’t work out so well) and if they were unable to fill 142 important Federal Judgeships (a record by far) handing them all to me to choose. Will have 182 soon!,10-09-2019 16:22:50,17458,73498,false,1181968273333719041
Twitter for iPhone,....DACA stand with all of its negative legal implications the Republicans and Democrats will have a DEAL to let them stay in our Country in very short order. It would actually benefit DACA and be done the right way!,10-09-2019 14:32:04,11815,49144,false,1181940394604535809
Twitter for iPhone,President Obama said that he did not have the right to sign DACA that it will never hold up in court. He signed it anyway! If the Supreme Court upholds DACA it gives the President extraordinary powers far greater than ever thought. If they do what is right and do not let......,10-09-2019 14:32:03,15486,60910,false,1181940389990805504
Twitter for iPhone,So why is someone a good or great President if they needed to Spy on someone else’s Campaign in order to win (that didn’t work out so well) and if they were unable to fill 142 important Federal Judgeships (a record by far) handing them all to me to chose. Will have 182 soon!,10-09-2019 14:19:06,8560,31577,false,1181937134548258818
Twitter for iPhone,RT @IngrahamAngle: Dems are now willing to hurt our economy AND the economy of Mexico—all to deny Trump a win on USMCA.  Mexico is urging P…,10-09-2019 14:10:57,17442,0,true,1181935082594062337
Twitter for iPhone,Crooked Hillary should try it again! https://t.co/UjfIpZp1FA,10-09-2019 14:10:41,25256,97166,false,1181935014709202947
Twitter for iPhone,RT @Jim_Jordan: Democrats are so busy “striking while the iron is hot” that they didn’t even have a vote to start their crazy impeachment p…,10-09-2019 14:08:02,20083,0,true,1181934349433872384
Twitter for iPhone,True. Should have never been there in the first place! https://t.co/kVXtpB23Wy,10-09-2019 14:07:38,8851,34158,false,1181934246111404032
Twitter for iPhone,Why doesn’t the ICIG do something about this Scam? He should have never let it start a Dem Hoax! https://t.co/UCbObppWbA,10-09-2019 14:06:04,10573,39815,false,1181933850991235073
Twitter for iPhone,Adam Schiff is a disgrace to our Country! https://t.co/4pM3j1GLev,10-09-2019 14:02:13,15421,57085,false,1181932884694839296
Twitter for iPhone,RT @michaelbeatty3: BOOM@MariaBartiromo is hearing..●IG REPORT OCT 18TH●THICK AS A TELEPHONE BOOK @realDonaldTrump #PANIC #WednesdayWisd…,10-09-2019 14:00:15,10517,0,true,1181932389435678720
Twitter for iPhone,So true Don and this was a big lie. Look what happened to Friends of Trump for less. Can’t let this pass! https://t.co/u2To514DNq,10-09-2019 13:59:32,9804,35903,false,1181932207767789571
Twitter for iPhone,RT @GOP: Every 2020 campaign needs to be asked: Did the whistleblower communicate with you or any of your associates prior to or after the…,10-09-2019 13:56:09,9186,0,true,1181931358857388035
Twitter for iPhone,RT @AmericaNewsroom: COMING UP: @Jim_Jordan joins us at 10:00 ET! #nine2noon https://t.co/0bf8bbTzI8,10-09-2019 13:55:50,3909,0,true,1181931277102063622
Twitter for iPhone,RT @MattWolking: Democrats are “deposing witnesses behind closed doors &amp; denying Republicans fair time to ask questions &amp; the right to call…,10-09-2019 13:55:17,9838,0,true,1181931140740997120
Twitter for iPhone,RT @DonaldJTrumpJr: It’s good that this partisan hit job is coming to light but based on the bullshit of the last 3 years did anyone really…,10-09-2019 13:54:31,10900,0,true,1181930944917377024
Twitter for iPhone,But we are now for the first time giving companies a better alternative! https://t.co/jJFKywyIGw,10-09-2019 13:51:14,8725,32893,false,1181930118828175363
Twitter for iPhone,Great support from GOP in fighting the Radical Left Do Nothing Democrats! https://t.co/qjskHYkQpD,10-09-2019 13:49:45,9832,34628,false,1181929745518403585
Twitter for iPhone,They don’t have a clue but I do. The USA is doing great despite the Fed! https://t.co/85aW2YGehY,10-09-2019 13:47:18,7809,30617,false,1181929128976670724
Twitter for iPhone,RT @MariaBartiromo: https://t.co/s6LoemTLmR @MorningsMaria @FoxBusiness,10-09-2019 13:44:30,6684,0,true,1181928424958578688
Twitter for iPhone,The so-called Whistleblower before knowing I was going to release the exact Transcript stated that my call with the Ukrainian President was “crazy frightening and completely lacking in substance related to national security.” This is a very big Lie. Read the Transcript!,10-09-2019 12:43:45,20629,85357,false,1181913136074502144
Twitter for iPhone,....No Pressure at all said Ukraine! Very congenial a perfect call. The Whistleblower and others spoke BEFORE seeing the Transcript. Now they must apologize to me and stop this ridiculous impeachment!,10-09-2019 12:43:45,12675,59822,false,1181913137483829250
Twitter for iPhone,The Do Nothing Democrats are Con Artists only looking to hurt the Republican Party and President. Their total focus is 2020 nothing more and nothing less. The good news is that WE WILL WIN!!!!,10-09-2019 12:22:04,16738,71035,false,1181907681512169472
Twitter for iPhone,....IN THE HISTORY OF OUR COUNTRY! We went to war under a false &amp; now disproven premise WEAPONS OF MASS DESTRUCTION. There were NONE! Now we are slowly &amp; carefully bringing our great soldiers &amp; military home. Our focus is on the BIG PICTURE! THE USA IS GREATER THAN EVER BEFORE!,10-09-2019 12:14:03,19662,77850,false,1181905661300559872
Twitter for iPhone,The United States has spent EIGHT TRILLION DOLLARS fighting and policing in the Middle East. Thousands of our Great Soldiers have died or been badly wounded. Millions of people have died on the other side. GOING INTO THE MIDDLE EAST IS THE WORST DECISION EVER MADE.....,10-09-2019 12:14:02,27560,105425,false,1181905659568283648
Twitter for iPhone,RT @SenatorBurr: Wishing an easy and meaningful fast to all those observing Yom Kippur today. https://t.co/inRHZzxzRK,10-09-2019 11:38:44,3840,0,true,1181896777076740098
Twitter for iPhone,Fighting between various groups that has been going on for hundreds of years. USA should never have been in Middle East. Moved our 50 soldiers out. Turkey MUST take over captured ISIS fighters that Europe refused to have returned. The stupid endless wars for us are ending! https://t.co/Fbcem9i55Z,10-09-2019 11:36:10,16227,58379,false,1181896127471333381
Twitter for iPhone,So make all Member Countries pay not just the United States! https://t.co/IVbE4MqBVl,10-09-2019 11:17:12,14140,52176,false,1181891356274413570
Twitter for iPhone,He should be Impeached for Fraud! https://t.co/lu3xKFQaON,10-09-2019 11:14:30,12952,45482,false,1181890675375259653
Twitter for iPhone,RT @jasonrantz: Must watch Tucker Carlson segment! https://t.co/HdvFkjIj3n,10-09-2019 11:12:25,9439,0,true,1181890153310232577
Twitter for iPhone,The Whistleblower’s facts have been so incorrect about my “no pressure” conversation with the Ukrainian President and now the conflict of interest and involvement with a Democrat Candidate that he or she should be exposed and questioned properly. This is no Whistleblower.....,10-09-2019 11:10:14,12656,52198,false,1181889601914454016
Twitter for iPhone,.....The Whistleblower’s lawyer is a big Democrat. The Whistleblower has ties to one of my DEMOCRAT OPPONENTS. Why does the ICIG allow this scam to continue?,10-09-2019 11:10:14,11210,45349,false,1181889603516665857
Twitter for iPhone,A Total Scam by the Do Nothing Democrats. For the good of the Country this Wirch Hunt should end now! https://t.co/G2nPapozye,10-09-2019 10:47:43,12401,43787,false,1181883934776401920
Twitter for iPhone,So amazing! https://t.co/UG3DaSkmUc,10-09-2019 04:28:47,15693,65320,false,1181788575861547008
Twitter Media Studio,https://t.co/ap9wN7wkj6,10-09-2019 03:19:34,11263,35664,false,1181771156203986946
Twitter Media Studio,https://t.co/jZLa4vWXAZ,10-09-2019 03:16:04,10404,33073,false,1181770276188631041
Twitter for iPhone,Wow Just Breaking: “The (big deal) Whistleblower had a ‘PROFESSIONAL TIE’ to 2020 Democratic Candidate.” Washington Examiner @ByronYork  In other words was working with someone who was potentially running against me. Why wasn’t this reported by the ICIG? A Witch Hunt Scam!,10-09-2019 02:39:23,22801,73618,false,1181761045486080002
Twitter for iPhone,“Bob Mueller was pursuing the FBI Director job when he met with President Trump in 2017 Administration officials say.” @FoxNews  Bret Baier and Jake Gibson @seanhannity This is true even though Mueller denied it!,10-09-2019 02:15:19,13194,48449,false,1181754987141124098
Twitter for iPhone,RT @senatemajldr: The time for excuses is over. The USMCA needs to move this fall. Workers and small businesses in Kentucky and across the…,10-09-2019 02:02:19,8976,0,true,1181751715437170689
Twitter for iPhone,The Greatest Witch Hunt in the history of the USA! https://t.co/6FW11oLBv3,10-09-2019 02:00:39,11860,46791,false,1181751294693969920
Twitter for iPhone,RT @senatemajldr: The USMCA would create 176000 jobs for American workers and generate $68 billion in wealth for America. House Democrats…,10-09-2019 01:59:12,13341,0,true,1181750932444520448
Twitter for iPhone,Gasoline Prices in the State of California are MUCH HIGHER than anywhere else in the Nation ($2.50 vs. $4.50). I guess those very expensive and unsafe cars that they are mandating just aren’t doing the trick! Don’t worry California relief is on the way. The State doesn’t get it!,10-09-2019 01:57:35,21790,92767,false,1181750525596983296
Twitter for iPhone,RT @RepMarkMeadows: Reminder that while House Democrats have spent basically their entire first year as a majority this Congress throwing a…,10-09-2019 01:48:16,14626,0,true,1181748180066738176
